state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
UT,91,area_code_510,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,60.83,687.6999999999999,316,0.0884542678493529,Nenhum,0,0.021282733122287366,1
RI,127,area_code_510,0,0,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,41.29,444.9,319,0.0928073724432456,Nenhum,0,0.021302361637572716,0
NC,88,area_code_408,0,1,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,48.74,545.3,304,0.0893819915642765,Apenas Correio de Voz,0,0.02128284279331603,2
RI,113,area_code_415,0,0,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,37.54,404.0,314,0.0929207920792079,Nenhum,0,0.021343974591451702,0
NY,78,area_code_510,0,0,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,57.04,588.4,283,0.0969408565601631,Nenhum,0,0.021358427520918623,1
TX,123,area_code_408,0,0,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,72.89,668.1999999999999,271,0.1090841065549236,Nenhum,0,0.021281852554744775,1
DE,136,area_code_408,1,1,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,47.45,568.2,292,0.0835093277015135,Ambos,0,0.022296184202061513,2
MS,68,area_code_415,0,1,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,53.89999999999999,558.9,303,0.0964394346036858,Apenas Correio de Voz,0,0.02160950165318426,2
OH,132,area_code_415,0,1,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,65.45,629.0999999999999,242,0.1040375139087585,Apenas Correio de Voz,0,0.021282236544586167,1
LA,133,area_code_415,0,0,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,65.12,633.5,298,0.1027940015785319,Nenhum,0,0.02129425728404672,1
FL,127,area_code_415,0,0,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,65.37,547.6999999999999,348,0.1193536607631915,Nenhum,0,0.03687688923803792,1
WA,110,area_code_415,0,0,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,69.16,669.3,255,0.1033318392350216,Nenhum,0,0.021284390345804448,1
WV,121,area_code_510,0,0,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,52.48000000000001,522.3,288,0.1004786521156423,Nenhum,0,0.02128503484332366,0
NY,116,area_code_510,0,0,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,43.06,477.4,364,0.0901968998743192,Nenhum,0,0.021648553073926845,0
NE,112,area_code_415,1,1,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,60.47,559.6,259,0.1080593280914939,Ambos,0,0.02137613226793484,2
PA,97,area_code_510,1,0,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,63.43,690.1,322,0.0919142153311114,Apenas Internacional,1,0.9691228823828189,3
MS,43,area_code_510,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,46.96,459.9,379,0.1021091541639486,Nenhum,0,0.021411859260373554,0
IN,110,area_code_415,0,0,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,51.07,534.5,355,0.0955472404115996,Nenhum,0,0.021412959431847556,0
VA,67,area_code_408,0,0,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,59.73,575.3000000000001,367,0.1038240917782026,Nenhum,0,0.021832504112313453,1
MN,166,area_code_408,0,0,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,47.71,480.9,331,0.0992098149303389,Nenhum,0,0.021282628782831367,0
DE,129,area_code_408,0,0,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,58.870000000000005,616.1999999999999,325,0.0955371632586822,Nenhum,0,0.021325828982198973,1
OR,103,area_code_510,1,0,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,50.42,480.9,276,0.1048450821376585,Apenas Internacional,0,0.021880506741911603,0
UT,71,area_code_415,0,0,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,78.22,736.0,268,0.1062771739130434,Nenhum,1,0.9694519079738212,3
CT,112,area_code_415,0,1,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,66.97999999999999,640.1,328,0.1046399000156225,Apenas Correio de Voz,0,0.02158399354682163,2
AL,8,area_code_415,0,1,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,65.1,595.9,269,0.1092465178721261,Apenas Correio de Voz,0,0.021315175331574683,2
TX,98,area_code_415,0,0,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,74.92999999999999,730.0999999999999,267,0.1026297767429119,Nenhum,1,0.9692834946160251,3
CT,90,area_code_415,0,0,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,64.44,624.9000000000001,356,0.1031204992798847,Nenhum,0,0.021283826652332555,1
MS,13,area_code_415,0,0,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,79.38,712.8,302,0.1113636363636363,Nenhum,1,0.9694528002752362,3
AR,58,area_code_415,0,0,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,67.86,619.0,284,0.1096284329563812,Nenhum,0,0.0213410506961894,1
CA,137,area_code_415,0,1,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,58.60999999999999,559.6,312,0.104735525375268,Apenas Correio de Voz,0,0.021295906772162258,2
MI,116,area_code_408,0,0,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,56.63,611.4,308,0.0926234870788354,Nenhum,1,0.9598336724499623,3
WV,94,area_code_415,0,1,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,39.44,456.0,286,0.0864912280701754,Apenas Correio de Voz,0,0.021305874265129043,0
DE,87,area_code_415,0,0,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,62.64,635.5000000000001,274,0.0985680566483084,Nenhum,0,0.021299567867981803,1
FL,120,area_code_415,0,0,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,59.53,573.4000000000001,267,0.1038193233344959,Nenhum,0,0.02301509640346705,1
AK,97,area_code_415,0,1,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,58.870000000000005,616.7,293,0.0954597048808172,Apenas Correio de Voz,0,0.02128337645002567,2
ID,134,area_code_415,0,0,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,57.38999999999999,524.5999999999999,307,0.1093976362943194,Nenhum,0,0.09734636723313797,1
OH,68,area_code_510,0,0,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,49.72,509.0,236,0.0976817288801571,Nenhum,0,0.025724819678774248,0
NH,93,area_code_408,0,0,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,61.190000000000005,633.4,252,0.0966056204610041,Nenhum,0,0.02144731469566106,1
MA,120,area_code_415,0,0,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,51.08999999999999,512.7,324,0.0996489174956114,Nenhum,0,0.021642257241542243,0
SC,41,area_code_408,0,0,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,71.96,688.9000000000001,345,0.1044563797358106,Nenhum,0,0.02287318134889154,1
OR,80,area_code_510,0,0,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,62.01,581.9,262,0.1065647018388039,Nenhum,0,0.02152602606234235,1
OH,83,area_code_415,0,1,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,69.8,709.0,324,0.0984485190409026,Apenas Correio de Voz,0,0.02354812526191923,2
NC,109,area_code_510,1,0,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,60.46,541.3,350,0.1116940698318861,Apenas Internacional,0,0.02128746301584581,1
KY,66,area_code_510,0,1,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,34.11,378.2,317,0.0901903754627181,Apenas Correio de Voz,0,0.0213782674081142,0
ID,104,area_code_510,0,0,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,44.87,526.8000000000001,283,0.0851746393318147,Nenhum,0,0.021472222050499975,0
WA,89,area_code_510,0,0,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,54.29,597.2,290,0.0909075686537173,Nenhum,0,0.02128685299672833,0
WV,127,area_code_510,0,0,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,63.78000000000001,579.4,301,0.1100793924749741,Nenhum,0,0.021327920613200504,1
RI,117,area_code_408,0,1,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,61.37,602.8,241,0.1018082282680822,Apenas Correio de Voz,0,0.021281716109149414,1
KS,128,area_code_510,0,0,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,69.65,623.8000000000001,350,0.1116543764026931,Nenhum,0,0.021300122840883114,1
NV,88,area_code_415,0,0,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,56.34,595.5,291,0.0946095717884131,Nenhum,1,0.9681994585355664,3
NE,61,area_code_408,0,0,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,75.78999999999999,695.4,346,0.1089876330169686,Nenhum,1,0.9694527747428442,3
FL,22,area_code_415,0,0,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,59.6,596.3,357,0.0999496897534798,Nenhum,0,0.02130576329931757,1
WY,78,area_code_415,0,0,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,52.91000000000001,521.1999999999999,293,0.1015157329240215,Nenhum,0,0.026143237149509658,0
WA,56,area_code_415,0,1,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,30.18,413.3,331,0.0730220179046697,Apenas Correio de Voz,0,0.02129635719285671,0
CO,192,area_code_415,0,0,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,63.21,633.6999999999999,296,0.0997475145968123,Nenhum,0,0.02129372373011016,1
WI,70,area_code_415,0,0,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,52.27,532.1,326,0.0982334147716594,Nenhum,0,0.021601042740420663,0
KS,148,area_code_510,0,0,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,70.72,678.5,277,0.1042299189388356,Nenhum,0,0.021295561601099345,1
RI,65,area_code_415,0,1,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,58.55,514.5,304,0.1137998056365403,Apenas Correio de Voz,0,0.021286925224163665,2
MT,119,area_code_510,0,0,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,52.44,546.1999999999999,256,0.0960087879897473,Nenhum,0,0.021355246546833368,0
CO,80,area_code_415,0,0,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,63.15,611.6,312,0.1032537606278613,Nenhum,0,0.022201391295037336,1
CT,152,area_code_408,0,1,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,74.08000000000001,729.6999999999999,354,0.1015211730848294,Apenas Correio de Voz,0,0.02134960192524869,2
FL,113,area_code_510,0,0,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,41.92,444.4,256,0.0943294329432943,Nenhum,0,0.02130255585026541,0
VT,75,area_code_510,0,0,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,68.61999999999999,719.3,382,0.0953983039065758,Nenhum,0,0.021314852436429776,1
OH,80,area_code_415,0,0,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,53.53000000000001,462.5,274,0.1157405405405405,Nenhum,0,0.021285084500541097,1
NH,148,area_code_408,0,0,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,28.73,393.0,335,0.0731043256997455,Nenhum,0,0.02265118155970463,0
RI,63,area_code_415,1,0,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,41.99999999999999,533.6999999999999,290,0.0786958965711073,Apenas Internacional,0,0.021301456746779752,0
FL,97,area_code_415,0,1,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,53.67,535.8000000000001,249,0.1001679731243001,Apenas Correio de Voz,0,0.02297069335167901,2
MD,166,area_code_415,0,0,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,47.52,460.2,321,0.1032594524119947,Nenhum,0,0.021526385999373444,0
WY,94,area_code_408,0,0,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,60.84,615.1999999999999,313,0.0988946684005201,Nenhum,0,0.021300965997911925,1
FL,85,area_code_408,0,1,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,68.80000000000001,676.2,279,0.1017450458444247,Apenas Correio de Voz,0,0.0213426419877721,2
TN,80,area_code_415,1,0,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,75.03999999999999,689.6000000000001,283,0.1088167053364268,Apenas Internacional,1,0.9675592183315848,3
NC,210,area_code_415,0,1,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,77.30000000000001,664.3000000000001,297,0.1163630889658287,Apenas Correio de Voz,0,0.02131662951830343,2
IN,88,area_code_415,1,1,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,80.13000000000001,733.3,311,0.10927314877949,Ambos,0,0.040624416273842626,2
IA,100,area_code_408,0,0,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,72.10000000000001,676.7,241,0.1065464755430767,Nenhum,0,0.02128336105427626,1
WV,154,area_code_408,0,1,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,37.44,415.2000000000001,244,0.0901734104046242,Apenas Correio de Voz,0,0.021284761994686645,2
UT,32,area_code_510,0,1,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,71.76,662.6,404,0.1083006338665861,Apenas Correio de Voz,0,0.021283025697829118,2
GA,18,area_code_408,0,0,0,197.0,97,33.49,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,62.24,611.4000000000001,315,0.1017991494929669,Nenhum,0,0.023059276998744015,1
AK,126,area_code_415,0,1,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,81.16999999999999,763.1000000000001,271,0.1063687590093041,Apenas Correio de Voz,0,0.02155420510448707,2
UT,144,area_code_510,0,1,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,64.29,570.5,295,0.1126906222611744,Apenas Correio de Voz,0,0.021283921521329453,2
MS,29,area_code_510,0,0,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,84.91999999999999,760.6999999999999,366,0.1116340212961745,Nenhum,1,0.9694324212614618,3
AR,86,area_code_408,0,1,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,53.75999999999999,563.5,306,0.0954037267080745,Apenas Correio de Voz,0,0.021291409834951945,0
AK,138,area_code_415,0,1,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,37.18,420.2,358,0.0884816753926701,Apenas Correio de Voz,0,0.021289831276606653,2
AK,146,area_code_415,0,0,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,69.68,740.2,269,0.0941367198054579,Nenhum,0,0.021461353140612947,1
ME,175,area_code_415,0,0,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,58.540000000000006,685.3,288,0.0854224427258135,Nenhum,0,0.02132313439279175,0
WV,74,area_code_510,0,0,0,124.0,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,58.59,666.0,305,0.0879729729729729,Nenhum,0,0.02239877299600209,0
CT,48,area_code_415,0,0,0,171.9,98,29.22,159.0,127,13.52,139.5,101,6.28,7.6,3,2.05,2,51.06999999999999,478.0,331,0.1068410041841004,Nenhum,0,0.02128598347266717,0
GA,74,area_code_510,0,1,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,71.00999999999999,649.4,210,0.1093470896211887,Apenas Correio de Voz,0,0.021285213892403336,2
NV,105,area_code_415,1,0,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,64.28,626.5,355,0.1026017557861133,Apenas Internacional,0,0.02128171545330109,1
VT,157,area_code_510,0,0,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,55.59,555.4,212,0.1000900252070579,Nenhum,0,0.021820170299389346,1
DC,217,area_code_415,0,0,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,57.870000000000005,655.0999999999999,325,0.0883376583727675,Nenhum,0,0.021643161421245758,0
TN,68,area_code_415,0,0,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,65.61,695.1,226,0.0943892965041001,Nenhum,0,0.025044143374044397,1
OR,80,area_code_415,0,0,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,48.26,545.5,334,0.0884692942254812,Nenhum,0,0.02134006339570132,0
MS,38,area_code_415,0,1,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,60.190000000000005,596.1,340,0.1009729911088743,Apenas Correio de Voz,0,0.02135758282383144,2
NC,107,area_code_415,0,1,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,67.33999999999999,704.9,233,0.0955312810327705,Apenas Correio de Voz,0,0.02591879637545691,2
CO,140,area_code_415,0,0,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,57.98,620.7,242,0.0934106653777992,Nenhum,0,0.021599963817299082,1
AR,98,area_code_415,0,0,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,55.39000000000001,469.3,330,0.1180268484977626,Nenhum,1,0.969174659873322,3
PA,114,area_code_415,0,0,0,155.3,75,26.4,169.9,87,14.44,207.0,133,9.32,12.6,5,3.4,2,53.56,544.8000000000001,302,0.0983113069016152,Nenhum,0,0.021349336134857386,0
MN,46,area_code_408,0,0,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,55.75,580.3999999999999,303,0.0960544452101998,Nenhum,0,0.021376232271172975,0
NM,118,area_code_415,0,1,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,54.49,597.0,322,0.0912730318257956,Apenas Correio de Voz,0,0.0214796720860309,2
UT,37,area_code_510,0,0,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,70.13,632.9,312,0.1108073945331016,Nenhum,0,0.021281709156186403,1
NE,34,area_code_415,0,0,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,56.05,550.5999999999999,328,0.1017980385034508,Nenhum,0,0.0213110097910769,1
MS,98,area_code_415,1,1,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,77.82000000000001,733.0,235,0.1061664392905866,Ambos,0,0.02129949587105346,2
NV,113,area_code_510,0,0,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,75.87,720.2,368,0.1053457372951957,Nenhum,1,0.9694410932913773,3
OR,69,area_code_408,0,0,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,64.88,627.1,229,0.1034603731462286,Nenhum,0,0.02133089202758078,1
VA,121,area_code_415,0,0,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,49.39999999999999,499.3,359,0.0989385139194872,Nenhum,0,0.021481615550409193,0
NJ,59,area_code_510,1,1,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,67.17,652.1,240,0.103005673976384,Ambos,0,0.02130536851701007,2
WV,59,area_code_510,0,0,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0,54.03,533.6,352,0.1012556221889055,Nenhum,0,0.021289480567662136,0
OR,190,area_code_415,0,0,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,46.29,440.7000000000001,313,0.1050374404356705,Nenhum,0,0.021303795812461414,0
KY,109,area_code_415,0,0,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,61.76,622.2,284,0.09926068788171,Nenhum,0,0.022995262310158575,1
MO,136,area_code_415,0,0,0,92.4,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2,47.38,536.9,310,0.0882473458744645,Nenhum,0,0.02172608349833597,0
TX,86,area_code_510,0,0,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,38.42,409.9,300,0.0937301780922176,Nenhum,0,0.021439943446731908,0
MN,100,area_code_415,0,1,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,68.58999999999999,658.5,265,0.1041609719058466,Apenas Correio de Voz,0,0.021307616702744732,2
FL,106,area_code_510,0,0,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,63.1,668.6999999999999,280,0.0943621953043218,Nenhum,0,0.028310698422408624,1
PA,104,area_code_415,0,0,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,54.67,568.0,294,0.09625,Nenhum,0,0.02218520396760464,0
WV,129,area_code_415,0,0,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,57.86000000000001,606.2,294,0.0954470471791488,Nenhum,0,0.02203173191933112,1
IN,205,area_code_510,0,0,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,32.489999999999995,398.9,277,0.0814489847079468,Nenhum,0,0.021725563200634394,0
OK,93,area_code_415,0,1,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11.0,9,2.97,0,48.34,488.0,338,0.0990573770491803,Apenas Correio de Voz,0,0.02128167295813245,2
NE,123,area_code_415,0,0,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3,50.8,576.9,290,0.0880568556075576,Nenhum,0,0.021379078262192715,0
DE,99,area_code_415,0,0,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1,70.31,684.1,312,0.1027773717292793,Nenhum,0,0.02129663497650644,1
MI,61,area_code_415,0,1,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,75.1,683.9999999999999,277,0.1097953216374269,Apenas Correio de Voz,0,0.021981058151683528,2
IL,71,area_code_415,0,0,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,61.26,571.3000000000001,273,0.1072291265534745,Nenhum,0,0.021283025328303333,1
UT,4,area_code_510,1,0,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,62.18999999999999,664.1,268,0.0936455353109471,Apenas Internacional,0,0.021320430377216294,1
IL,148,area_code_408,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,72.45000000000002,693.8,306,0.1044249063130585,Apenas Correio de Voz,0,0.021286648300307156,2
WA,141,area_code_415,0,0,0,151.5,104,25.76,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1,62.96,708.6999999999999,330,0.0888387187808663,Nenhum,0,0.021487392479523127,1
NM,56,area_code_408,0,0,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,57.95,661.6,267,0.0875906892382104,Nenhum,0,0.02130458221183978,0
MD,160,area_code_415,0,0,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,67.92,574.0,260,0.1183275261324041,Nenhum,0,0.02222028750892179,1
VA,43,area_code_408,0,1,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,67.25,663.4,297,0.1013717214350316,Apenas Correio de Voz,0,0.024508805835379684,2
MT,42,area_code_415,0,0,0,150.7,52,25.62,246.7,96,20.97,103.8,118,4.67,7.0,4,1.89,2,53.150000000000006,508.2,272,0.1045848091302636,Nenhum,0,0.021287643319195904,0
CT,135,area_code_415,1,0,0,186.0,107,31.62,66.0,94,5.61,213.1,105,9.59,12.9,4,3.48,1,50.3,478.0,311,0.1052301255230125,Apenas Internacional,0,0.021403955087414855,0
AL,106,area_code_415,0,0,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3,59.55,534.3,256,0.1114542391914654,Nenhum,0,0.021318611888450877,1
WV,106,area_code_510,0,0,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,62.96,610.5,305,0.1031285831285831,Nenhum,0,0.021285628398979163,1
MO,83,area_code_415,0,1,30,272.5,105,46.33,253.0,83,21.51,180.8,123,8.14,8.7,6,2.35,3,78.33,715.0,320,0.1095524475524475,Apenas Correio de Voz,0,0.023459116802592016,2
ND,110,area_code_415,0,0,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,51.05,518.3,332,0.0984950800694578,Nenhum,0,0.022321105237349103,0
AR,153,area_code_408,0,0,0,154.6,56,26.28,263.0,84,22.36,367.7,89,16.55,15.5,2,4.19,1,69.38,800.8,232,0.0866383616383616,Nenhum,0,0.02228322715975475,1
GA,109,area_code_510,0,1,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,76.78,776.6,326,0.0988668555240793,Apenas Correio de Voz,0,0.021336878805822235,2
FL,31,area_code_510,0,0,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,56.72,579.0,258,0.0979620034542314,Nenhum,0,0.021299104962159334,1
LA,124,area_code_510,0,0,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,55.72,596.0999999999999,328,0.0934742492870324,Nenhum,1,0.969166752157383,3
